name,user_score,critics,users,rating,rating_top,playtime,achievements_count,ratings_count,suggestions_count,game_series_count,reviews_count,added_status_yet,added_status_owned,added_status_beaten,added_status_toplay,added_status_dropped,added_status_playing,released_year,released_month,released_day,updated_year,updated_month,updated_day,is_in_top_100_publisher,is_in_top_100_developer,genery,platform,publisher,developer
Horizon Chase Turbo,7.5,9,10,3.33,4,2,111,236,322,0,239,76,1339,50,9,105,26,2018,5,15,2020,11,23,0,0,Racing,Linux,Aquiris Game Studio,Aquiris Game Studio
Shadow of the Tomb Raider,6.9,20,761,3.84,4,9,200,897,682,17,910,312,2615,648,551,115,130,2018,9,14,2020,5,15,1,0,Action Adventure,Linux,Square Enix,Eidos Montreal
Marvel vs. Capcom: Infinite,5.3,16,61,3.19,4,5,141,110,217,6,110,11,418,34,14,36,3,2017,9,19,2019,9,17,1,1,Action,PC,Capcom,Capcom
Cosmic Star Heroine,7.1,8,25,3.36,4,4,132,35,507,0,36,22,192,14,5,13,8,2017,4,10,2019,9,17,0,0,Console-style RPG,PC,Zeboyd Games,Zeboyd Games
Human Resource Machine,7.6,11,48,3.95,4,3,16,148,217,0,148,64,781,41,14,70,19,2015,10,14,2020,1,21,0,0,Puzzle,iOS,Tomorrow,Experimental Gameplay Group
Attack on Titan,6.4,8,29,3.75,4,0,78,28,667,0,28,7,58,24,6,10,2,2016,2,18,2019,9,17,0,0,Action,Xbox One,Koei Tecmo Games,KOEI TECMO America
On Rusty Trails,6.5,9,17,2.62,3,3,44,8,330,0,8,17,227,2,2,3,0,2016,4,1,2019,9,17,0,0,Action,macOS,Black Pants Studio,Black Pants Studio
Lumo,6.0,7,6,2.58,3,5,104,101,316,0,101,21,440,10,4,50,1,2016,5,23,2019,9,17,1,0,Action,PC,Rising Star Games,Rising Star Games
Stealth Inc 2: A Game of Clones,6.1,9,10,2.89,3,4,36,175,336,1,175,150,1921,15,4,82,4,2014,10,30,2019,9,17,1,0,Action,Android,Curve Digital,NVIDIA Lightspeed Studios
Tappingo 2,7.4,7,5,0.0,0,0,0,0,75,0,0,1,2,1,0,0,0,2014,9,4,2019,1,9,0,0,Miscellaneous,Nintendo 3DS,Goodbye Galaxy Games,Goodbye Galaxy Games
Red Dead Redemption: Liars and Cheats,7.5,12,15,0.0,0,0,0,1,619,0,1,2,1,4,1,0,0,2010,9,21,2019,1,9,1,0,Action Adventure,PlayStation 3,Rockstar Games,Rockstar San Diego
The Void,8.2,12,108,3.93,5,4,0,69,523,0,69,65,687,22,22,39,2,2008,4,16,2019,9,17,0,0,Action Adventure,PC,Ice-Pick Lodge,Ice-Pick Lodge
LEGO Indiana Jones: The Original Adventures,7.8,60,93,3.89,4,4,50,194,631,0,197,24,605,229,11,46,6,2008,6,2,2019,9,17,1,0,Action Adventure,PC,Disney Interactive,LucasArts Entertainment
Heroes of Might and Magic V,8.0,41,495,4.11,4,2,0,228,606,8,230,28,692,188,16,91,5,2006,5,16,2019,9,17,1,0,Strategy,PC,Ubisoft Entertainment,Nival Interactive
MTX Mototrax,8.1,30,9,0.0,0,0,0,3,229,0,3,0,1,3,2,2,0,2004,11,10,2019,1,9,0,0,Driving,PC,Aspyr,Beenox Studios
True Crime: Streets of LA,7.4,29,33,3.87,4,2,0,61,499,0,62,4,21,64,6,21,0,2003,11,3,2019,9,17,0,0,Action Adventure,PC,Activision Blizzard,Luxoflux
Harry Potter and the Chamber of Secrets,8.1,14,34,3.97,4,23,0,218,515,9,218,13,46,279,18,46,1,2002,11,1,2020,6,1,1,0,Action Adventure,Game Boy Color,Electronic Arts,Aspyr Media
MotoGP,5.8,16,5,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,2009,4,24,2019,6,24,1,1,Driving,Wii,Capcom,Milestone
Dungeon Defenders,6.8,38,50,3.22,3,8,126,226,541,2,226,92,1968,84,7,119,4,2010,12,16,2019,10,21,0,0,Role-Playing,PC,Reverb Communications,Trendy Entertainment
Unreal Tournament,7.3,23,22,4.31,5,2,0,164,393,6,166,4,97,132,5,53,1,1999,11,1,2020,9,6,0,0,Action,PC,GT Interactive Software,Digital Extremes
Retro Game Challenge,6.9,30,17,0.0,0,0,0,3,193,0,3,2,2,2,0,1,0,2009,2,10,2019,9,12,1,1,Action,Nintendo DS,XSEED Games,Bandai Namco Entertainment
DK: Jungle Climber,6.7,27,20,0.0,3,0,0,4,127,0,5,0,4,1,1,3,0,2007,9,10,2019,1,9,1,1,Action,Wii U,Nintendo,Nintendo
Sanctum 2,7.6,28,392,3.01,3,3,68,293,495,1,293,216,3338,56,16,150,6,2013,5,15,2020,1,26,0,0,Action,PlayStation 3,Coffee Stain Studios,Coffee Stain Studios
The King of Fighters XIII,8.2,26,86,3.62,4,4,93,72,904,14,73,49,831,27,1,33,6,2011,11,18,2020,9,22,0,0,Action,PC,Atlus,Atlus U.S.A
Operation Flashpoint: Dragon Rising,7.5,47,119,2.84,3,1,37,94,476,2,94,58,1345,35,7,48,1,2009,10,6,2020,12,4,1,1,Action,PlayStation 3,Codemasters,Codemasters
Dead Nation,7.0,49,257,3.45,4,1,82,169,492,0,171,22,810,90,2,83,1,2010,11,30,2019,9,17,1,0,Action,PlayStation 3,Sony Computer Entertainment,Sony Interactive Entertainment
Ultimate Spider-Man,7.8,53,25,4.19,4,0,0,135,450,0,135,10,27,140,10,50,2,2005,9,22,2020,8,5,1,0,Action,GameCube,Activision Blizzard,Vicarious Visions
Arcana Heart,7.9,12,7,0.0,0,0,0,3,354,0,3,1,2,0,2,3,0,2007,10,11,2019,1,9,0,0,Action,PlayStation 2,Atlus USA,EXAMU
Stranglehold,7.6,59,103,3.73,4,1,84,109,613,0,110,11,279,96,11,25,1,2007,9,4,2019,11,29,0,0,Action,PC,Warner Bros. Interactive,Midway Games
Section 8: Prejudice,7.6,22,109,2.92,3,3,140,26,628,0,26,10,335,17,2,12,0,2011,3,1,2020,9,2,0,1,Action,PC,Microsoft Studios,TimeGate Studios
Ghostrunner,8.0,9,46,3.95,4,3,125,71,426,0,74,60,250,56,255,15,17,2020,10,27,2020,10,30,0,0,Adventure,PC,All in! Games,3D Realms
Quantum Conundrum,7.3,60,191,3.24,4,2,91,143,379,0,144,55,1086,60,7,63,12,2012,6,21,2019,9,17,1,0,Miscellaneous,PC,Square Enix,Square Enix
Xeodrifter,5.5,14,65,3.09,3,1,57,111,287,0,112,44,713,36,2,34,2,2014,12,11,2019,9,17,0,0,Action,PC,Good Shepherd Entertainment,Gambitious
Lost Horizon,7.5,24,38,3.55,4,2,0,11,502,0,11,18,216,17,6,0,0,2010,8,20,2020,12,16,0,0,Adventure,Nintendo Switch,Deep Silver,Fishlabs Entertainment
Rocksmith,8.2,30,62,4.09,4,9,181,69,383,0,69,5,307,28,2,35,6,2011,10,18,2019,9,17,1,0,Action,PC,Ubisoft Entertainment,Ubisoft
Zuma Deluxe,7.6,16,14,3.75,4,1,0,48,132,2,48,4,124,32,1,24,0,2004,4,15,2020,1,18,0,0,Miscellaneous,PC,PopCap Games,PopCap Games
L.A. Noire,7.8,12,65,4.16,4,8,256,1420,472,0,1432,329,4327,1057,280,444,93,2011,5,17,2020,5,14,1,0,Action Adventure,PlayStation 4,Rockstar Games,Team Bondi
Game of Thrones: Episode Five - A Nest of Vipers,6.8,11,37,0.0,0,0,0,1,336,0,1,0,3,3,0,1,0,2015,7,21,2019,1,9,1,1,Action,PC,Telltale Games,Telltale Games
Battlefleet Gothic: Armada,7.5,36,116,3.75,4,3,91,24,461,0,24,22,222,8,5,5,2,2016,4,20,2020,9,11,1,0,Sci-Fi,PC,Focus Home Interactive,Tindalos Interactive
The Elder Scrolls V: Skyrim VR,8.0,44,271,3.67,4,2,75,43,189,0,43,15,198,10,4,26,7,2017,12,31,2020,7,6,1,1,Role-Playing,PC,Bethesda Softworks,Bethesda Game Studios
Angry Video Game Nerd Adventures,7.6,7,117,3.62,4,3,19,33,376,0,34,13,238,21,4,15,1,2013,9,20,2019,9,17,0,0,Action,PC,ScrewAttack Games,MP2
The Elder Scrolls V: Skyrim VR,8.0,44,271,3.67,4,2,75,43,189,0,43,15,198,10,4,26,7,2017,12,31,2020,7,6,1,1,Role-Playing,PC,Bethesda Softworks,Bethesda Game Studios
Angry Video Game Nerd Adventures,7.6,7,117,3.62,4,3,19,33,376,0,34,13,238,21,4,15,1,2013,9,20,2019,9,17,0,0,Action,PC,ScrewAttack Games,MP2
NHL 06,7.2,16,18,4.33,4,0,0,6,243,0,6,0,3,5,1,1,0,2005,9,6,2019,8,28,1,1,Sports,PC,Electronic Arts,Electronic Arts Canada
Knights of Honor,8.8,26,123,3.81,4,1,0,21,494,0,21,9,239,14,2,4,1,2009,2,4,2019,9,17,1,0,Strategy,PC,Paradox Interactive,Black Sea Studios
Dragon Age: Inquisition - Trespasser,7.7,7,123,4.38,5,0,0,16,292,0,16,4,2,22,2,1,0,2015,9,8,2020,5,14,0,1,Role-Playing,PlayStation 4,EA,BioWare
Fantasia: Music Evolved,7.5,48,69,0.0,0,0,0,0,319,0,0,0,1,0,1,0,0,2014,10,21,2019,7,24,1,1,Music,Xbox 360,Disney Interactive,Harmonix Music Systems
Outpost Kaloki X,7.6,19,11,2.73,1,0,12,11,154,0,11,2,121,3,0,8,0,2010,1,4,2019,9,17,1,0,Strategy,Xbox 360,Microsoft Studios,NinjaBee
Monster Rancher 4,8.5,21,25,0.0,0,0,0,1,369,0,1,0,1,1,1,0,0,2003,8,14,2019,9,12,1,0,Strategy,PlayStation 2,Tecmo,Tecmo
True Crime: Streets of LA,7.9,39,106,3.87,4,2,0,61,499,0,62,4,21,64,6,21,0,2003,11,3,2019,9,17,0,0,Action Adventure,PC,Activision Blizzard,Luxoflux
MoonBase Commander,6.6,13,10,0.0,0,3,0,3,287,0,3,2,65,0,2,1,0,2002,8,12,2019,8,28,1,0,Strategy,PC,Rebellion,Humongous Entertainment
GT Advance 2: Rally Racing,6.2,12,5,0.0,0,0,0,0,278,0,0,0,1,0,1,0,0,2001,12,7,2019,9,12,1,0,Driving,Game Boy Advance,THQ,MTO
Monster Rancher 3,8.5,13,23,0.0,0,0,0,1,109,0,1,0,1,0,5,1,0,2001,3,22,2019,9,12,1,0,Strategy,PlayStation 2,Tecmo,Tecmo
Anachronox,7.9,18,84,3.35,4,1,0,60,512,0,60,76,1035,18,14,14,3,2001,6,26,2019,9,17,1,0,Role-Playing,PC,Square Enix,Ion Storm
Command & Conquer: Red Alert 3,7.1,37,38,3.92,4,3,101,224,544,16,226,45,1050,177,17,84,5,2008,1,1,2020,9,23,1,0,Strategy,PC,Electronic Arts,Electronic Arts
LEGO Harry Potter: Years 5-7,8.0,35,51,3.64,4,4,91,158,661,1,158,69,883,158,18,25,10,2011,11,11,2020,9,15,1,1,Action Adventure,PC,Feral Interactive,Feral Interactive
Mutant Storm Empire,7.8,20,5,0.0,4,0,8,5,527,0,5,1,38,1,1,3,0,2007,10,31,2019,9,12,0,0,Action,Xbox 360,Microsoft Studios,PomPom Games
Solo,6.6,14,12,0.0,0,3,37,2,276,0,2,2,18,1,3,2,0,2018,4,25,2019,8,28,0,0,Action,PC,Team Gotham,Team Gotham
DOOM II,8.6,28,86,4.37,5,1,12,463,472,6,466,64,1246,402,29,105,25,1994,9,30,2020,5,19,0,0,Action,PlayStation 4,Valve,Bethesda Softworks
Might & Magic: Heroes VI,6.0,48,644,3.41,4,9,0,127,487,8,127,31,751,46,12,71,0,2011,10,13,2019,9,17,1,0,Role-Playing,PC,Ubisoft Entertainment,Black Hole Entertainment
Enigma: Rising Tide,5.7,13,15,0.0,0,0,0,2,205,0,2,1,2,0,1,1,0,2003,4,1,2019,1,9,0,0,Simulation,PC,GMX Media,Tesseraction Games
Call of Duty: Infinite Warfare,4.0,87,1699,3.53,4,10,176,342,499,24,345,61,781,288,73,71,13,2016,11,4,2020,5,8,1,0,Action,PC,Activision Blizzard,Infinity Ward
Super Mega Baseball 2,6.5,7,20,3.73,4,5,127,41,225,0,41,12,171,8,0,11,5,2018,5,1,2019,9,17,0,0,Sports,PC,Metalhead Software,Metalhead Software
Portal Knights,6.9,7,15,3.0,3,3,121,267,449,0,268,91,1408,18,8,148,11,2016,2,25,2019,9,17,1,0,Action,Android,505 Games,505 Games
Champions: Return to Arms,8.1,48,51,3.75,5,0,0,8,414,0,8,0,3,3,2,2,1,2005,2,7,2019,9,12,1,0,Role-Playing,PlayStation 2,Sony Interactive Entertainment,Snowblind Studios
XCOM: Chimera Squad,4.7,74,270,3.41,4,5,40,39,401,9,41,33,327,28,49,15,9,2020,4,23,2020,5,6,1,1,Strategy,PC,2K Games,Firaxis
Second Sight,8.3,34,16,4.05,4,2,0,20,437,0,20,4,10,23,5,2,0,2005,2,15,2020,5,15,1,0,Action Adventure,PC,Codemasters,Free Radical Design
Endless Space,7.4,36,552,3.84,4,6,0,44,418,4,45,22,522,28,8,28,1,2012,7,4,2019,9,17,0,0,Strategy,PC,Amplitude Studios,Amplitude Studios
Costume Quest,8.0,39,67,3.54,4,4,58,189,506,0,190,132,1565,142,12,53,3,2010,10,19,2020,8,14,0,0,Role-Playing,Xbox One,THQ Nordic,THQ Nordic
A Fold Apart,7.8,15,4,0.0,0,0,18,2,202,0,2,1,6,2,4,0,0,2020,4,17,2020,12,16,0,0,Adventure,Xbox One,Lightning Rod Games,Lightning Rod Games
A Case of Distrust,5.5,11,11,3.25,4,3,0,8,124,0,8,22,503,5,12,3,0,2018,2,8,2020,10,12,0,0,Adventure,macOS,Serenity Forge,The Wandering Ben
Tom Clancy's EndWar,8.0,63,53,3.12,3,1,121,51,552,0,51,16,375,25,4,36,1,2008,11,4,2020,6,29,1,0,Strategy,PC,Ubisoft Entertainment,Ubisoft
Timelie,6.3,8,8,0.0,0,2,1,1,171,0,1,1,19,0,5,2,0,2020,5,20,2020,9,11,0,0,Action Adventure,macOS,Urnique Studio,Urnique Studio
Kathy Rain,7.6,24,75,2.84,4,3,20,96,365,0,97,133,1437,49,20,15,6,2016,5,5,2020,5,10,1,0,Adventure,PC,Raw Fury,Raw Fury
Dragon's Crown,8.4,16,218,3.82,4,2,19,145,690,0,148,37,828,53,13,58,11,2013,7,25,2019,9,17,0,0,Action,PlayStation 3,UTV Ignition Entertainment,Atlus U.S.A
Pro Evolution Soccer 2009,7.6,34,82,3.85,4,3,0,20,359,18,20,0,14,13,1,12,0,2008,10,17,2019,8,4,1,1,Sports,Wii,Konami,Konami Digital Entertainment
Metro 2033,7.7,83,416,3.91,4,3,96,1377,628,5,1381,409,5480,1049,84,265,20,2010,3,16,2020,4,17,0,0,Action,PC,Deep Silver,4A Games
Resident Evil 3,5.5,30,1045,4.04,4,8,49,236,470,22,248,115,937,246,418,15,8,2020,4,2,2020,4,13,1,1,Action Adventure,PC,Capcom,Capcom
The Sexy Brutale,7.6,28,68,3.67,4,4,39,103,267,0,105,90,799,75,44,40,10,2017,3,31,2019,9,17,0,0,Adventure,PC,Tequila Works,Tequila Works
Sniper Elite 4,6.8,55,256,3.51,4,6,255,441,678,0,444,177,2020,171,54,176,38,2017,2,13,2020,10,21,1,1,Action,Nintendo Switch,Rebellion,Rebellion
Guilty Gear XX Accent Core,8.4,9,20,0.0,0,0,0,0,242,0,0,0,1,0,0,0,0,2007,10,16,2019,1,9,1,0,Action,Wii,Aksys Games,Arc System Works Co.
Final Fantasy XI: Chains of Promathia,8.4,13,14,0.0,0,0,0,3,562,0,3,0,2,2,1,1,0,2004,3,23,2019,1,9,1,1,Role-Playing,PC,Square Enix,Square Enix
The Suffering,8.8,47,56,4.08,4,1,0,70,549,0,71,19,72,72,11,14,1,2003,12,31,2019,9,17,0,0,Action Adventure,PC,Warner Bros. Interactive,Midway Games
The Thing,7.6,19,63,3.77,4,0,0,30,522,0,30,11,12,19,12,18,3,2002,8,20,2019,9,7,1,0,Action Adventure,PC,Vivendi Universal Games,Computer Artworks
Resident Evil 2,9.2,11,52,4.47,5,11,28,1177,560,22,1194,233,1162,903,685,115,122,2019,1,25,2019,9,17,1,1,Action Adventure,PC,Capcom,Capcom
SimCity 3000 Unlimited,8.5,9,66,3.88,4,2,0,23,397,0,24,2,49,13,3,16,0,2000,3,17,2019,11,5,1,1,Strategy,PC,Electronic Arts,Maxis
SkyDrift,8.3,24,23,3.0,3,1,28,28,541,0,28,26,594,6,1,12,0,2011,9,6,2019,9,17,0,0,Driving,PC,THQ Nordic,Digital Reality
NCAA Football 14,6.0,18,81,4.24,5,13,79,17,222,0,17,1,55,8,1,5,1,2013,7,9,2019,8,2,1,1,Sports,PlayStation 3,Electronic Arts,Electronic Arts
Evolve,4.3,39,967,2.7,3,4,110,153,248,0,155,13,594,37,3,104,2,2015,2,10,2019,10,23,1,0,Action,Xbox One,2K Games,2K
Cross Racing Championship 2005,6.8,12,5,0.0,0,0,0,1,407,0,1,1,1,0,3,1,0,2005,6,3,2019,1,9,0,0,Driving,PC,Project Three Interactive,Invictus Games
Disney Classic Games: Aladdin and the Lion King,5.1,13,28,4.0,4,4,45,12,317,0,12,1,68,6,20,5,1,2019,10,29,2020,10,4,0,0,Miscellaneous,PC,Disney Interactive,Digital Eclipse
Unruly Heroes,6.1,9,15,3.64,4,1,62,32,361,0,33,16,118,11,46,14,5,2019,1,23,2019,12,10,0,0,Action,PC,Magic Design Studios,Magic Design Studios
Borderlands: The Pre-Sequel,6.4,24,167,3.56,4,7,196,936,554,4,940,472,4448,464,74,319,73,2014,10,13,2019,10,22,1,0,Action,Linux,2K Games,Aspyr Media
Transformers: War for Cybertron,8.2,45,132,3.65,4,2,101,124,601,1,124,22,505,115,9,35,2,2010,6,22,2020,11,2,1,0,Action,PC,Activision Blizzard,Activision
Darksiders Genesis,5.6,13,34,3.62,4,4,94,83,288,4,87,46,358,49,124,39,18,2019,12,5,2020,12,16,1,0,Role-Playing,PC,THQ Nordic,Airship Syndicate
Tropico 4,7.6,18,40,3.48,4,4,127,374,513,5,374,198,3284,135,24,173,8,2011,8,24,2020,11,23,1,0,Strategy,Xbox One,Kalypso Media,Feral Interactive
Ys Origin,7.0,18,47,3.83,4,5,145,58,568,0,58,41,526,42,11,14,8,2012,5,30,2020,12,7,1,0,Role-Playing,PlayStation 4,XSEED Games,DotEmu
Day of Infamy,8.2,10,48,3.91,4,4,97,46,578,0,46,17,427,11,6,28,4,2017,3,23,2019,9,17,0,0,Action,Linux,New World Interactive,New World Interactive
Crusader Kings II: Sons of Abraham,7.6,7,55,0.0,0,0,0,0,303,0,0,0,4,0,0,1,0,2013,11,18,2019,2,2,1,1,Historic,PC,Paradox Interactive,Paradox Development Studio
Secret Weapons Over Normandy,8.8,31,5,0.0,0,0,0,2,265,0,2,0,2,1,1,1,0,2003,11,18,2019,1,9,1,0,Simulation,PC,LucasArts Entertainment,Totally Games
Risen,8.1,32,812,3.73,4,4,50,325,605,2,331,110,1853,238,28,104,5,2009,10,2,2019,10,1,1,0,Role-Playing,PC,Deep Silver,Piranha Bytes
X-Men Origins: Wolverine,7.9,22,179,3.9,4,5,0,94,605,0,94,8,16,111,10,23,0,2009,5,1,2020,5,3,1,0,Action,PlayStation,Activision Blizzard,Raven Software
Valiant Hearts: The Great War,8.1,17,23,4.34,5,6,47,875,556,0,879,128,2124,731,140,216,27,2014,6,24,2019,9,17,1,1,Action,iOS,Ubisoft Entertainment,Ubisoft
Resident Evil: Revelations 2 - Episode 3: Judgment,7.0,14,53,0.0,5,0,0,5,626,0,5,1,3,3,0,1,0,2015,3,10,2019,1,9,1,1,Action Adventure,PC,Capcom,Capcom
Little Big Workshop,7.0,11,8,3.6,4,4,72,20,383,0,20,20,544,5,7,9,1,2019,10,16,2020,10,27,0,0,Strategy,PC,THQ Nordic,Mirage Game Studios
Battlestar Galactica Deadlock,7.5,8,17,3.21,4,3,79,13,142,0,14,14,361,4,1,5,2,2017,8,30,2019,11,19,1,0,Strategy,Nintendo Switch,Slitherine,Black Lab Games
Doom 3: Resurrection of Evil,9.0,41,54,3.7,4,1,0,82,704,0,82,15,276,86,16,18,0,2005,4,3,2020,2,6,0,0,Action,PC,Bethesda Softworks,id Software
Mortal Kombat: Deception,8.4,14,24,3.9,4,0,0,42,360,19,42,5,15,51,1,13,1,2004,10,4,2019,8,28,1,1,Action,Xbox,Midway Games,Midway Games
Pro Evolution Soccer 2012,6.4,13,111,3.69,4,228,79,35,429,18,35,3,145,20,1,17,0,2011,9,27,2020,8,8,1,1,Sports,PSP,Konami,Konami Digital Entertainment
Summon Night: Swordcraft Story,8.2,20,23,0.0,0,0,0,1,295,0,1,1,3,2,3,0,0,2003,4,25,2019,9,12,0,0,Role-Playing,Game Boy Advance,Atlus,Flight-Plan
NFL Street 2,8.8,33,24,0.0,0,0,0,2,0,0,2,0,1,2,2,2,0,2004,12,22,2019,8,28,1,0,Sports,Xbox,Electronic Arts,Electronic Arts Tiburon
Sleeping Dogs: Definitive Edition,7.4,34,387,4.1,4,5,239,683,651,0,686,227,2844,544,53,136,53,2014,10,8,2020,5,14,1,0,Action Adventure,PC,Square Enix,Feral Interactive
Grey Goo,7.4,45,210,3.47,4,5,35,55,603,0,55,55,882,14,6,22,1,2015,1,23,2019,9,17,0,0,Strategy,PC,Grey Box,Petroglyph
The Adventures of Shuggy,8.2,25,11,2.48,1,1,25,62,538,0,64,37,871,20,3,15,0,2011,6,15,2019,10,23,0,0,Miscellaneous,PC,Valcon Games,Smudged Cat Games
F1 2013,6.4,22,47,3.06,4,4,131,63,312,0,63,6,333,18,1,39,0,2013,10,3,2020,10,13,1,1,Driving,PlayStation 3,Codemasters,Feral Interactive
Xenonauts,7.8,21,186,3.07,4,6,0,109,482,0,109,143,1070,13,8,37,2,2014,6,15,2019,9,17,0,0,General,Linux,Goldhawk Interactive,Goldhawk Interactive
Magic: The Gathering - Duels of the Planeswalkers 2012,5.8,20,111,3.38,3,9,26,29,382,0,29,5,281,26,0,15,0,2011,6,14,2019,9,17,0,0,Strategy,PC,Wizards of the Coast,Stainless Games
The Vanishing of Ethan Carter,7.6,9,15,3.78,4,4,28,483,579,0,483,180,1783,420,114,99,16,2014,9,25,2020,1,17,0,0,Adventure,Nintendo Switch,THQ Nordic,The Astronauts
Warhammer: End Times - Vermintide,6.5,9,20,3.5,4,5,249,316,665,1,319,104,1941,105,18,155,16,2015,10,23,2020,1,7,0,0,Action,PC,Fatshark,Fatshark
Aviary Attorney,7.4,15,25,3.36,4,4,0,31,252,0,33,74,698,19,11,16,3,2015,12,21,2019,9,17,0,0,Adventure,PC,Sketchy Logic,Sketchy Logic
The Darkness II,7.6,20,545,3.7,4,4,139,735,696,1,739,351,4369,575,57,138,10,2012,2,7,2020,8,5,1,0,Action,macOS,2K Games,2K
Perimeter,7.7,39,36,3.77,4,3,0,31,645,2,31,10,287,11,4,15,0,2004,6,29,2019,9,17,1,0,Strategy,PC,1C Company,K-D Lab
Metal Gear Solid 2: Substance,7.3,9,130,4.38,5,1,0,262,380,6,263,42,118,248,76,24,1,2002,11,5,2020,9,25,1,0,Action Adventure,PlayStation 2,Konami,Konami Computer Entertainment Japan
Harry Potter and the Chamber of Secrets,8.4,8,183,3.97,4,23,0,218,515,9,218,13,46,279,18,46,1,2002,11,1,2020,6,1,1,0,Action Adventure,Game Boy Color,Electronic Arts,Aspyr Media
RalliSport Challenge,6.8,14,13,0.0,0,0,0,2,342,0,2,1,3,2,2,1,0,2002,1,1,2019,1,9,1,0,Driving,PC,Microsoft Studios,Digital Illusions
Mech Platoon,7.6,7,5,0.0,0,0,0,0,299,0,0,0,1,0,1,0,0,2001,11,28,2019,9,12,0,0,Strategy,Game Boy Advance,KEMCO,KEMCO
Madden NFL 10,7.1,23,24,2.78,4,0,55,32,345,0,32,4,200,12,0,19,0,2009,8,14,2020,5,28,1,1,Sports,Wii,Electronic Arts,Electronic Arts
Assetto Corsa Competizione,6.8,22,63,3.74,4,3,71,19,710,1,19,6,133,1,11,9,5,2018,9,12,2020,9,10,1,0,Racing,PlayStation 4,505 Games,Kunos Simulazioni
Donut County,7.3,19,48,4.04,4,2,66,219,240,0,225,16,329,213,89,22,13,2018,8,27,2019,9,17,0,0,Action Adventure,iOS,Annapurna Interactive,Annapurna Interactive
Headlander,7.0,40,37,3.47,4,3,63,78,458,0,78,46,597,38,11,22,4,2016,7,25,2019,9,17,0,0,Action,macOS,Adult Swim Games,Double Fine Productions
ZombiU,7.8,70,777,3.75,3,2,0,16,378,1,16,7,6,18,1,9,1,2012,11,18,2019,8,18,1,0,General,Wii U,Ubisoft Entertainment,Ubisoft Montpellier
Northgard,8.0,7,10,3.74,4,4,301,300,464,0,303,115,1219,79,101,106,40,2018,3,6,2020,5,22,0,0,Strategy,Linux,Plug In Digital,Plug In Digital
The Long Dark,6.5,15,334,3.93,4,5,140,474,431,0,477,202,2342,74,95,242,69,2014,9,22,2019,9,17,0,0,Simulation,Linux,Hinterland Studio,Hinterland Studio
Toukiden 2,7.4,46,90,3.64,4,9,86,11,652,0,11,8,69,3,13,6,1,2017,3,21,2019,9,17,0,0,Role-Playing,PC,KOEI TECMO GAMES CO,Koei Tecmo
Pix the Cat,7.5,7,12,2.9,3,4,31,69,314,0,69,37,710,10,2,35,1,2014,10,7,2019,11,19,0,0,Action,Nintendo Switch,Focus Home Interactive,NVIDIA Lightspeed Studios
BlazBlue: Continuum Shift II,6.6,8,14,0.0,0,0,0,2,403,0,3,0,3,2,0,0,0,2011,5,31,2019,8,2,1,0,Action,Nintendo 3DS,Aksys Games,Aksys Games
Star Wars Galaxies: Jump to Lightspeed,6.5,16,24,0.0,0,0,0,2,401,0,2,0,1,1,2,0,0,2004,10,26,2019,1,9,1,1,Role-Playing,PC,LucasArts Entertainment,Sony Online Entertainment
Shining Force: Resurrection of the Dark Dragon,8.6,20,22,0.0,0,0,0,4,228,0,4,1,1,4,3,0,1,2004,6,8,2019,1,9,0,1,Strategy,Game Boy Advance,SEGA,SEGA
Guitar Hero: Warriors of Rock,7.3,26,21,3.94,4,3,51,31,571,0,31,1,94,35,0,5,1,2010,9,24,2020,8,2,1,0,Action,Xbox 360,Activision Blizzard,Vicarious Visions
Stranglehold,7.3,15,98,3.73,4,1,84,109,613,0,110,11,279,96,11,25,1,2007,9,4,2019,11,29,0,0,Action,PC,Warner Bros. Interactive,Midway Games
Guilty Gear Judgment,6.7,17,9,0.0,0,0,0,2,194,0,2,0,1,2,0,0,0,2006,8,24,2019,9,12,1,0,Action,PSP,Majesco Entertainment,Arc System Works
Law & Order: Justice Is Served,6.0,30,5,0.0,0,0,0,0,327,0,0,1,1,0,3,0,1,2004,10,5,2019,1,9,1,0,Adventure,PC,Vivendi Universal Games,Legacy Interactive
Remothered: Tormented Fathers,7.7,15,65,3.39,4,3,20,33,471,1,33,25,191,10,33,9,0,2018,1,29,2019,11,19,0,0,Action Adventure,PC,Darril Arts,Stormind Games
Plants vs. Zombies,7.8,12,49,4.16,4,2,85,452,490,7,454,33,895,434,6,108,6,2009,5,5,2020,8,3,0,0,Strategy,Nintendo DS,Electronic Arts,Electronic Arts
"Warhammer 40,000: Dawn of War III",4.6,76,467,3.15,3,5,84,107,649,2,108,98,900,30,33,43,9,2017,4,27,2019,9,17,0,0,Sci-Fi,macOS,SEGA,Feral Interactive
The Keep,7.9,9,23,0.0,0,5,25,3,563,0,3,1,56,0,1,0,0,2014,9,11,2019,8,28,0,0,Role-Playing,PC,Cinemax,CINEMAX
F.E.A.R. 2: Project Origin,8.0,68,125,3.83,4,4,117,439,633,8,442,163,2422,441,36,67,5,2009,2,10,2019,9,17,1,0,Action,PC,Warner Bros. Interactive,Warner Bros. Interactive
The Sims Medieval,6.0,56,188,3.74,4,24,2,43,643,7,43,4,23,31,4,25,1,2011,3,22,2020,9,1,1,0,Simulation,PC,Electronic Arts,The Sims Studio
