name,user_score,critics,users,rating,rating_top,playtime,achievements_count,ratings_count,suggestions_count,game_series_count,reviews_count,added_status_yet,added_status_owned,added_status_beaten,added_status_toplay,added_status_dropped,added_status_playing,released_year,released_month,released_day,updated_year,updated_month,updated_day,is_in_top_100_publisher,is_in_top_100_developer,genery,platform,publisher,developer
Battle Chasers: Nightwar,7.5,28,102,3.65,4,5,131,164,512,0,165,81,978,63,42,68,19,2017,10,3,2019,10,21,0,0,Role-Playing,PC,THQ Nordic,THQ Nordic
Puzzle Pirates,8.5,10,91,2.79,4,1,220,19,372,0,19,8,409,4,0,6,1,2011,8,31,2019,9,17,0,0,Miscellaneous,macOS,Three Rings,Three Rings
The Lord of the Rings: The Return of the King,7.7,18,113,3.98,4,0,0,136,618,0,136,7,43,131,12,44,1,2003,10,31,2020,9,19,1,0,Action,Game Boy Advance,Electronic Arts,Visceral Games
2002 FIFA World Cup,7.7,9,7,3.57,4,0,0,14,250,0,14,1,6,11,3,8,0,2002,4,22,2019,8,28,1,0,Sports,Xbox,Electronic Arts,Electronic Arts Canada
Knockout Kings 2002,7.0,20,8,0.0,0,0,0,1,45,0,1,0,1,0,0,1,0,2002,3,6,2019,6,25,1,0,Sports,Xbox,EA SPORTS,Black Ops Entertainment
CastleStorm,8.2,10,6,2.92,3,3,107,51,584,0,51,24,548,17,2,16,3,2013,5,29,2019,9,17,0,1,Strategy,PC,Microsoft Studios,Zen Studios
Two Worlds II: Pirates of the Flying Fortress,7.3,9,35,0.0,0,0,0,1,681,0,1,1,9,1,0,1,0,2011,9,20,2019,8,22,0,0,Role-Playing,PC,TopWare Interactive,Reality Pump
Battlefield V,2.9,38,759,3.55,4,3,64,495,613,9,502,65,1143,203,156,207,100,2018,11,20,2020,8,27,1,0,Action,PlayStation 4,Electronic Arts,Electronic Arts
Forager,6.9,10,16,4.05,4,7,172,93,190,0,95,21,717,53,17,28,20,2016,12,14,2020,12,4,0,0,Action Adventure,iOS,Humble Bundle,Humble Bundle
Devil May Cry 4,8.5,21,535,4.1,4,3,46,383,679,7,384,66,917,410,37,92,6,2008,1,22,2019,9,17,1,1,Action,PC,Capcom,Capcom
Breath of Fire: Dragon Quarter,6.5,28,44,3.0,3,0,0,7,302,0,7,5,4,1,6,3,0,2002,11,14,2019,9,12,1,1,Role-Playing,PlayStation 2,Capcom,Capcom
Praetorians,7.8,23,50,4.0,4,1,0,22,487,0,22,7,181,14,3,12,0,2003,3,10,2019,9,17,0,0,Strategy,PC,Merge Games,Pyro Studios
Stealth Inc: A Clone in the Dark,8.0,22,42,3.0,3,1,50,44,450,1,44,17,534,19,1,29,3,2013,7,23,2020,1,20,0,0,Action,iOS,Angel VGD,Curve Digital
Transference,6.4,13,14,3.15,4,3,9,26,121,0,26,10,61,16,19,4,1,2018,9,18,2019,8,28,1,1,Adventure,PC,Ubisoft Entertainment,Ubisoft
MLB 09: The Show,6.9,12,7,0.0,0,0,0,3,364,14,3,0,3,4,0,1,0,2009,3,3,2019,1,9,1,0,Sports,PlayStation 3,Sony Computer Entertainment,SCE Studios San Diego
Blasphemous,7.8,16,115,4.03,4,2,68,204,478,0,209,108,1088,123,183,64,55,2019,9,9,2019,11,19,0,0,Action Adventure,Xbox One,Team17 Digital,The Game Kitchen
Bejeweled 3,8.3,13,12,3.57,4,3,89,114,154,8,114,46,949,44,2,39,7,2010,12,7,2019,9,17,0,0,Miscellaneous,macOS,PopCap Games,Electronic Arts
Life is Strange 2,6.3,17,370,3.81,4,5,71,367,329,3,376,189,1353,189,341,63,103,2019,12,4,2020,1,8,1,0,Action Adventure,PlayStation 4,Square Enix,DONTNOD Entertainment
Toy Story 3,7.9,43,50,3.85,4,1,74,55,471,0,55,9,320,45,6,13,3,2010,6,15,2020,8,10,1,0,Action,Xbox One,Disney Interactive,Avalanche Software
Call of Duty: Black Ops - First Strike,6.6,14,57,0.0,4,0,0,5,628,0,5,0,3,1,2,1,0,2011,2,1,2019,1,9,1,1,Action,Xbox 360,Activision Blizzard,Treyarch
Silent Hill: Origins,7.6,40,182,3.82,4,0,0,74,555,0,74,14,16,72,17,23,3,2007,11,6,2019,9,17,1,0,Action Adventure,PlayStation 2,Konami,Climax UK
Sniper Elite 4,7.1,31,205,3.51,4,6,255,441,678,0,444,177,2020,171,54,176,38,2017,2,13,2020,10,21,1,1,Action,Nintendo Switch,Rebellion,Rebellion
Mutant Year Zero: Road to Eden,7.8,57,301,3.74,4,4,105,338,475,0,343,217,1094,113,109,149,41,2018,12,3,2019,9,17,1,0,Strategy,PC,Funcom,Funcom Oslo A/S
Lost Planet: Extreme Condition Colonies Edition,8.1,23,21,3.62,3,3,50,36,672,0,37,10,248,29,3,13,0,2008,5,28,2020,9,6,1,1,Action,PC,Capcom,Capcom
Chaos on Deponia,8.3,31,215,4.11,4,5,131,210,503,3,210,96,1329,177,19,12,3,2012,10,12,2020,2,21,1,1,Adventure,Linux,Daedalic Entertainment,Daedalic Entertainment
Ashen,7.1,35,176,3.49,4,3,100,144,690,0,148,49,309,36,101,75,13,2018,12,7,2019,12,21,1,0,Role-Playing,Nintendo Switch,Annapurna Interactive,Aurora44
James Bond 007: NightFire,7.9,30,26,3.76,4,0,0,21,417,0,21,2,12,19,5,8,0,2002,11,1,2019,7,23,1,1,Action,PC,Electronic Arts,Gearbox Software
"That Dragon, Cancer",6.1,39,98,3.53,3,2,0,31,267,0,32,15,120,28,29,3,1,2016,1,11,2019,9,17,0,0,General,macOS,Numinous Games,Numinous Games
Spellbreak,7.3,8,10,2.62,3,0,22,30,0,0,32,15,167,5,17,31,3,2020,9,3,2020,12,18,0,0,Action,PC,Proletariat,Proletariat
Control: The Foundation,6.2,13,41,3.98,4,0,0,55,317,0,55,25,14,52,96,8,5,2020,3,26,2020,5,9,1,1,Action Adventure,PlayStation 4,505 Games,Remedy Entertainment
Mothergunship,5.0,20,18,3.19,4,2,82,25,261,0,26,41,490,4,13,20,0,2018,7,17,2019,9,17,0,0,Action,PC,Grip Digital,Terrible Posture Games
Human Resource Machine,7.9,12,42,3.95,4,3,16,148,217,0,148,64,781,41,14,70,19,2015,10,14,2020,1,21,0,0,Puzzle,iOS,Tomorrow,Experimental Gameplay Group
Adventures of Pip,7.7,8,12,3.12,3,1,60,8,357,0,8,4,81,2,1,4,0,2015,6,4,2019,10,22,0,0,Action,macOS,Tic Toc Games,Tic Toc Games
OlliOlli,6.5,12,29,3.66,4,1,36,115,337,0,116,47,848,41,5,70,3,2014,1,21,2019,10,22,0,0,Sports,macOS,Devolver Digital,Devolver Digital
Dead Space 3,6.1,16,1284,3.57,4,4,139,457,508,3,461,94,1040,371,59,120,14,2013,2,5,2020,9,10,1,0,Action,PC,Electronic Arts,Electronic Arts
Anno 1701: Dawn of Discovery,7.6,14,24,0.0,0,0,0,2,53,0,2,1,2,0,0,2,0,2008,3,4,2019,9,12,1,0,Simulation,Nintendo DS,Ubisoft Entertainment,Sunflower Studios
Tomb Raider: Anniversary,8.3,32,39,3.96,4,2,101,271,597,17,272,164,1918,262,29,76,9,2007,6,1,2020,9,13,1,0,Action Adventure,PlayStation 2,Square Enix,Feral Interactive
Condemned: Criminal Origins,7.7,24,205,3.83,4,1,0,274,247,0,274,120,1700,222,43,60,3,2005,11,15,2020,6,29,1,1,Action Adventure,PC,SEGA,Monolith Productions
Blitz: The League,7.6,30,16,0.0,0,0,34,4,481,0,4,0,38,2,0,2,0,2006,10,30,2019,7,24,0,1,Sports,Xbox,Midway Home Entertainment,Point of View
Shin Megami Tensei: Digital Devil Saga,4.1,42,207,4.07,4,0,0,14,163,0,15,9,12,15,12,3,2,2004,7,15,2019,3,17,1,1,Role-Playing,PlayStation 2,Atlus,Atlus
Culdcept,8.2,26,13,0.0,0,0,0,1,337,0,2,1,2,0,1,1,0,1997,10,30,2019,8,28,0,0,Miscellaneous,Nintendo DS,NIS America,OmiyaSoft
MVP Baseball 2003,7.4,14,12,0.0,0,0,0,1,297,0,2,0,2,1,1,1,0,2003,3,1,2019,1,9,1,1,Sports,PC,Electronic Arts,Electronic Arts Canada
Midtown Madness 2,8.6,27,95,4.0,4,65,0,29,286,2,29,1,16,18,3,16,1,2000,1,1,2020,6,17,1,0,Driving,PC,Microsoft Studios,Angel Studios
Need for Speed: Porsche Unleashed,8.3,13,41,4.3,5,36,0,148,409,23,149,8,42,123,8,82,3,2000,1,1,2020,10,9,0,0,Driving,PC,Electronic Arts,Electronic Arts Canada
The Wonderful 101,8.6,75,541,3.35,4,0,0,16,454,0,17,11,9,11,11,12,0,2013,8,23,2020,7,26,1,0,Action,Wii U,Nintendo,Nintendo
Kingdom Under Fire: Heroes,7.5,55,30,0.0,0,1,0,3,178,0,3,0,8,0,0,3,0,2004,9,8,2020,9,10,0,0,Strategy,PC,BLUESIDE,BLUESIDE
Fatal Frame III: The Tormented,8.8,46,91,4.5,5,0,0,10,561,5,10,14,5,12,22,4,3,2005,7,28,2020,10,6,0,0,Action Adventure,PlayStation 3,Take Two Interactive,Tecmo
NHL 16,5.4,28,171,0.0,0,0,0,0,0,0,0,0,1,0,0,0,0,2015,9,15,2019,6,25,1,1,Sports,Xbox One,EA SPORTS,Electronic Arts Canada
Dragon's Dogma: Dark Arisen,8.1,24,181,3.95,4,8,185,456,662,0,462,199,2134,219,115,190,33,2013,4,23,2019,12,30,1,1,Role-Playing,PC,Capcom,Capcom
Mushroom 11,7.3,20,20,3.19,4,4,35,26,502,0,27,53,513,9,4,14,0,2015,10,14,2019,10,22,0,0,Action,Android,Keren Software,Untame
Murder by Numbers,7.4,16,25,3.33,4,7,4,6,190,0,6,12,38,3,25,4,4,2020,3,5,2020,12,16,0,0,Adventure,PC,The Irregular,Mediatonic
A Way Out,7.6,16,461,4.08,4,4,27,822,503,0,838,123,1410,755,337,79,49,2018,3,23,2020,8,27,1,0,Action,PC,Electronic Arts,Electronic Arts
Dragon's Dogma: Dark Arisen,8.4,39,102,3.95,4,8,185,456,662,0,462,199,2134,219,115,190,33,2013,4,23,2019,12,30,1,1,Role-Playing,PC,Capcom,Capcom
Killzone: Mercenary,8.8,86,593,3.92,4,17,0,25,204,0,25,14,13,36,3,9,2,2013,9,4,2020,5,16,1,0,Action,PS Vita,Sony Computer Entertainment,Guerrilla Games
My Friend Pedro,7.8,49,106,3.89,4,2,90,409,184,0,411,123,1163,288,287,124,40,2019,6,19,2020,4,3,1,0,Action,PlayStation 4,Devolver Digital,DeadToast Entertainment
Dragon's Dogma,8.4,38,462,4.2,5,105,0,10,596,0,10,5,13,9,5,5,2,2012,5,22,2020,4,6,1,1,Action,Xbox 360,Capcom,Capcom
Remnant: From the Ashes,6.8,42,343,3.54,4,6,108,249,611,0,259,115,768,134,157,101,48,2019,8,20,2019,12,31,1,0,Action,PC,Perfect World Entertainment,Gunfire Games
Tropico 4: Modern Times,7.6,11,66,0.0,0,0,0,1,542,0,1,0,2,2,0,1,1,2012,3,23,2019,1,9,1,1,Strategy,PC,Kalypso Media,Haemimont Games
NFL Blitz,6.4,20,14,3.78,4,1,26,9,311,0,9,2,83,4,0,0,0,2012,1,3,2019,9,17,1,1,Sports,PlayStation 3,Electronic Arts,Electronic Arts
Call of Duty 2: Big Red One,5.4,46,31,3.86,4,0,0,21,575,24,22,8,7,23,4,8,0,2005,11,1,2019,8,28,0,0,Action,GameCube,Activision Blizzard,Treyarch
Cosmic Star Heroine,7.4,11,26,3.36,4,4,132,35,507,0,36,22,192,14,5,13,8,2017,4,10,2019,9,17,0,0,Role-Playing,PC,Zeboyd Games,Zeboyd Games
Ken Follett's The Pillars of the Earth,7.0,11,8,3.75,4,4,67,65,559,0,67,96,888,22,23,26,9,2017,8,15,2020,2,21,1,1,Adventure,iOS,Daedalic Entertainment,Daedalic Entertainment
Skullgirls,6.4,39,44,3.75,4,5,42,213,419,0,215,87,1676,73,19,146,23,2012,2,14,2020,8,3,0,0,Action,PC,Marvelous,Lab Zero Games
NCAA March Madness 06,8.5,19,14,0.0,0,0,0,0,0,0,0,0,1,0,0,0,0,2005,10,11,2019,6,25,1,1,Sports,Xbox,EA SPORTS,Electronic Arts Canada
Ultimate Spider-Man,7.7,17,10,4.19,4,0,0,135,450,0,135,10,27,140,10,50,2,2005,9,22,2020,8,5,1,0,Action,GameCube,Activision Blizzard,Vicarious Visions
Pit People,8.1,15,34,3.59,4,4,55,81,360,0,83,24,281,15,15,34,14,2017,1,13,2019,9,17,0,0,Action,PC,The Behemoth,The Behemoth
Super Cloudbuilt,6.6,10,9,3.45,4,2,64,10,623,1,11,19,186,4,0,4,0,2017,7,25,2019,9,17,0,0,Action Adventure,PC,Double Eleven,Double Eleven
Burnout,8.0,18,21,3.7,4,27,0,20,385,0,20,3,8,15,3,11,0,2001,11,1,2020,11,21,1,1,Driving,Xbox,Acclaim Entertainment,Criterion Games
Drakan: The Ancients' Gates,8.6,31,43,0.0,0,0,0,4,504,1,4,1,2,2,3,5,0,2002,1,28,2020,12,22,1,0,Action Adventure,PlayStation 2,Sony Computer Entertainment,Surreal Software
KUNAI,7.8,18,75,0.0,0,1,12,3,253,0,3,8,34,1,16,4,2,2020,2,5,2020,12,16,0,0,Action,Linux,The Arcade Crew,TurtleBlaze
Madden NFL 06,6.8,16,5,2.83,3,0,11,12,322,0,12,2,89,7,1,9,1,2005,8,8,2019,9,17,1,1,Sports,Xbox,Electronic Arts,Electronic Arts Tiburon
Armed and Dangerous,7.7,31,42,3.65,4,1,0,23,505,0,23,12,98,22,5,6,1,2003,12,1,2020,9,15,1,0,Action,PC,Disney Interactive,Lucasfilm
Gladius,7.9,27,24,0.0,0,1,0,0,370,0,0,0,4,0,0,0,0,2016,12,21,2019,8,28,0,0,Strategy,PC,Multiverse,Multiverse
Hand of Fate,7.8,28,199,3.67,4,4,159,249,537,0,249,88,1504,109,19,101,29,2015,2,16,2019,9,17,0,0,Role-Playing,macOS,Defiant Development,Defiant Development
Q.U.B.E. 2,7.3,16,16,3.54,4,4,54,116,219,1,116,157,715,71,26,25,7,2018,3,13,2019,11,5,0,0,Action,PC,Trapped Nerve Games,Toxic Games
Heavy Rain & Beyond: Two Souls Collection,8.5,8,278,0.0,0,0,0,2,0,0,2,1,0,4,0,0,0,2016,3,2,2019,6,24,1,0,Miscellaneous,PlayStation 4,Sony Computer Entertainment,Quantic Dream
Call of Duty: Modern Warfare 3,2.9,26,5477,3.7,4,8,228,1006,647,24,1007,50,2715,1121,46,139,7,2011,11,7,2019,10,22,1,0,Action,PC,Activision Blizzard,Aspyr Media
NHL 06,8.4,18,8,4.33,4,0,0,6,243,0,6,0,3,5,1,1,0,2005,9,6,2019,8,28,1,1,Sports,PC,Electronic Arts,Electronic Arts Canada
Star Wars: Republic Commando,8.6,34,373,4.14,4,1,0,328,657,0,332,96,1500,306,28,86,10,2005,3,1,2020,9,18,1,1,Action,PC,Disney Interactive,LucasArts Entertainment
Penumbra: Black Plague,8.6,29,212,4.07,4,1,0,29,429,2,29,15,246,28,4,8,0,2008,2,12,2019,9,17,1,0,Action Adventure,PC,Paradox Interactive,Frictional Games
Moving Out,6.8,15,15,3.74,4,2,73,54,255,0,54,8,336,9,61,29,18,2020,4,28,2020,12,16,1,0,Puzzle,macOS,Team17 Digital,SMG Studio
Puzzle Quest: The Legend Returns,7.5,16,18,0.0,0,0,0,0,197,0,0,0,0,0,0,0,0,2019,9,19,2019,11,19,0,0,Puzzle,Nintendo Switch,D3Go,Infinite Interactive
DiRT 4,6.2,15,122,3.62,4,4,144,174,227,8,175,37,931,44,34,69,21,2017,6,6,2020,1,5,0,1,Racing,PC,Feral Interactive,Feral Interactive
Marvel's Guardians of the Galaxy: The Telltale Series,7.3,7,54,3.53,4,7,91,141,691,0,143,51,439,111,30,31,11,2017,4,18,2020,6,25,1,1,Action,PC,Telltale Games,Telltale Games
Avernum 2: Crystal Souls,7.7,8,22,2.2,1,1,35,10,343,0,10,15,295,1,1,2,0,2015,1,13,2019,10,22,0,0,PC-style RPG,iOS,Spiderweb Software,Spiderweb Software
Watch Dogs,6.0,15,793,3.51,4,19,176,1360,657,2,1367,252,3141,1162,113,486,38,2014,5,27,2020,3,12,1,1,Action Adventure,PC,Ubisoft Entertainment,Ubisoft
Grand Theft Auto: Liberty City Stories,7.8,49,158,3.95,4,7,0,129,369,9,129,22,43,138,26,54,4,2005,10,24,2020,5,14,0,0,Action Adventure,iOS,Rockstar Games,Rockstar North
Elemental: Fallen Enchantress,7.3,13,171,2.78,3,1,0,9,586,0,9,14,262,1,2,4,0,2012,10,23,2019,9,17,1,1,Strategy,PC,Stardock Entertainment,Stardock Entertainment
Heavy Rain,7.9,30,972,4.07,4,7,14,1622,431,0,1628,252,3128,1499,208,155,63,2010,2,23,2020,8,27,0,0,Adventure,PC,Sony Computer Entertainment,Quantic Dream
Nelly Cootalot: The Fowl Fleet,8.0,7,4,0.0,0,8,20,2,455,0,2,3,18,1,4,0,0,2016,3,22,2019,11,19,0,0,Adventure,Nintendo Switch,Application Systems Heidelberg,Application Systems Heidelberg Software
Electronic Super Joy,6.8,7,4,3.57,4,2,84,60,209,0,61,27,675,29,0,27,4,2013,8,23,2019,11,20,0,0,Action,Linux,LOOT Interactive,Broken Rules
MotoGP '07,6.9,20,12,0.0,0,0,0,3,401,0,3,1,2,0,0,2,0,2007,9,1,2019,4,19,1,0,Driving,PC,THQ,Climax
NHL 2K7,7.9,51,166,0.0,0,0,15,1,154,0,1,1,35,0,1,2,0,2006,9,12,2019,7,24,1,0,Sports,Xbox 360,2K Games,Kush
Pro Evolution Soccer 2012,6.6,36,60,3.69,4,228,79,35,429,18,35,3,145,20,1,17,0,2011,9,27,2020,8,8,1,1,Sports,PSP,Konami,Konami Digital Entertainment
Tales of the Abyss,8.8,22,134,4.3,4,6,0,10,503,0,10,10,7,11,7,1,3,2005,12,15,2020,4,27,1,0,Role-Playing,Nintendo 3DS,Bandai Namco Entertainment,Namco Tales Studio
Baldur's Gate II: Enhanced Edition,7.4,34,353,4.31,5,4,93,145,550,0,146,139,931,74,67,39,14,2013,11,15,2019,12,3,0,0,PC-style RPG,Linux,Overhaul Games,BioWare
State of Decay,7.2,52,622,3.59,4,6,92,293,532,2,295,44,1231,146,21,148,12,2013,6,6,2020,1,27,1,0,Action Adventure,PC,Microsoft Studios,Undead Labs
Retro/Grade,7.0,31,18,2.96,4,3,42,23,534,0,23,19,487,8,3,9,0,2012,8,21,2019,9,17,0,0,Action,PC,24 Caret Games,24 Caret Games
Sonic & All-Stars Racing Transformed,8.0,22,159,3.88,4,5,152,276,474,0,285,82,1738,152,14,126,18,2012,11,16,2020,6,29,1,0,Driving,PC,SEGA,SEGA
Under Night In-Birth Exe:Late[st],7.4,30,28,4.27,5,4,42,22,500,0,22,6,95,2,5,11,8,2018,2,9,2019,9,17,0,0,Action,PC,Arc System Works,Aksys Games
Sonic Colors,8.4,58,454,3.79,4,5,0,47,184,0,47,11,21,46,4,14,3,2010,11,11,2019,8,9,1,1,Action,Wii,SEGA,Sonic Team
NHL 06,8.6,27,32,4.33,4,0,0,6,243,0,6,0,3,5,1,1,0,2005,9,6,2019,8,28,1,1,Sports,PC,Electronic Arts,Electronic Arts Canada
Skylanders Trap Team,7.3,22,15,4.0,4,0,146,6,478,0,6,0,47,6,0,3,0,2014,9,30,2019,2,22,1,0,Action,Android,Activision Blizzard,Activision
The Sims 2: Open for Business,8.8,29,40,4.24,4,4,0,16,359,0,17,2,7,14,1,8,0,2006,3,2,2019,4,23,1,1,Simulation,PC,Electronic Arts,Electronic Arts Redwood Shores
A Fisherman's Tale,5.0,8,8,4.36,4,2,59,13,244,0,14,7,49,11,8,1,0,2019,1,22,2019,8,28,0,0,Adventure,PC,Vertigo Games,Vertigo Games
Immortal Redneck,7.4,9,10,3.47,4,4,123,57,580,0,59,67,691,9,9,27,1,2017,4,24,2019,9,17,0,0,Action,Linux,Crema,Crema
Fire Emblem: Radiant Dawn,8.7,36,245,4.41,5,0,0,28,294,19,29,17,16,30,18,6,2,2007,11,5,2019,9,12,1,1,Strategy,Wii,Nintendo,Intelligent Systems
Max Payne,8.5,33,20,4.46,5,2,9,1104,494,2,1114,109,1607,1093,80,125,18,2001,7,23,2020,1,14,0,0,Action,Xbox,Microsoft Studios,Rockstar Games
The Simpsons: Hit & Run,8.6,35,191,4.05,4,3,0,184,233,0,185,11,55,169,13,92,2,2003,9,16,2019,9,17,0,1,Driving,PC,Vivendi Universal Games,Radical Entertainment
NBA Live 2001,6.9,13,12,0.0,0,0,0,4,400,0,4,0,4,6,2,2,0,2000,10,16,2019,8,28,1,0,Sports,PC,Electronic Arts,Electronic Arts Sports
Tropico 6,6.6,62,141,3.7,4,4,81,73,372,5,74,27,611,21,60,32,12,2019,3,28,2020,10,27,1,0,Strategy,macOS,Kalypso Media,Limbic Entertainment
GRID Autosport,6.3,35,292,3.62,4,6,171,139,367,0,139,43,1013,36,25,75,12,2014,6,24,2020,1,18,0,1,Driving,Android,Feral Interactive,Feral Interactive
Pro Evolution Soccer 2010,7.1,8,63,3.56,4,22,94,52,528,18,52,0,241,39,1,23,0,2009,10,23,2020,6,3,1,1,Sports,Xbox 360,Konami,Konami Digital Entertainment
